Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Mikal Bridges,24,PHO,SF,72,72,2348,363,669,.543,134,315,.425,229,354,.647,.643,110,131,.840,76,233,309,152,76,63,57,116,970,0,,https://www.basketball-reference.com/players/b/bridgmi01.html,https://www.basketball-reference.com/teams/PHO/2021.html,mikal-bridges,1397,19.4,0.59,32.6,11.5
Mike Conley,33,UTA,PG,51,51,1498,284,640,.444,138,335,.412,146,305,.479,.552,121,142,.852,36,141,177,305,70,9,99,98,827,0,AS,https://www.basketball-reference.com/players/c/conlemi01.html,https://www.basketball-reference.com/teams/UTA/2021.html,mike-conley,1191,23.4,0.8,29.4,18.6
Mike James,30,BRK,PG,13,1,236,34,92,.370,11,31,.355,23,61,.377,.429,21,27,.778,3,29,32,54,6,1,20,10,100,0,,https://www.basketball-reference.com/players/j/jamesmi02.html,https://www.basketball-reference.com/teams/BRK/2021.html,mike-james,163,12.5,0.69,18.2,8.7
Mike Muscala,29,OKC,C,35,0,645,119,267,.446,68,184,.370,51,83,.614,.573,33,36,.917,19,113,132,28,8,11,21,54,339,0,,https://www.basketball-reference.com/players/m/muscami01.html,https://www.basketball-reference.com/teams/OKC/2021.html,mike-muscala,443,12.7,0.69,18.4,8.7
Mike Scott,32,PHI,PF,51,12,852,76,211,.360,53,155,.342,23,56,.411,.486,8,12,.667,11,109,120,40,24,14,19,72,213,0,,https://www.basketball-reference.com/players/s/scottmi01.html,https://www.basketball-reference.com/teams/PHI/2021.html,mike-scott,320,6.3,0.38,16.7,2.4
Miles Bridges,22,CHO,PF,66,19,1932,313,622,.503,116,290,.400,197,332,.593,.596,98,113,.867,81,316,397,147,44,52,106,143,840,0,6MOY-12,https://www.basketball-reference.com/players/b/bridgmi02.html,https://www.basketball-reference.com/teams/CHO/2021.html,miles-bridges,1231,18.7,0.64,29.3,11.9
Mitchell Robinson,22,NYK,C,31,29,853,115,176,.653,0,0,,115,176,.653,.653,26,53,.491,113,139,252,17,35,45,26,86,256,0,,https://www.basketball-reference.com/players/r/robinmi01.html,https://www.basketball-reference.com/teams/NYK/2021.html,mitchell-robinson,493,15.9,0.58,27.5,9.2
Miye Oni,23,UTA,SG,54,0,519,35,99,.354,30,88,.341,5,11,.455,.505,5,6,.833,23,61,84,28,11,8,16,61,105,0,,https://www.basketball-reference.com/players/o/onimi01.html,https://www.basketball-reference.com/teams/UTA/2021.html,miye-oni,159,2.9,0.31,9.6,0.9
Mo Bamba,22,ORL,C,46,5,725,142,301,.472,38,118,.322,104,183,.568,.535,45,66,.682,76,189,265,35,14,58,36,87,367,0,,https://www.basketball-reference.com/players/b/bambamo01.html,https://www.basketball-reference.com/teams/ORL/2021.html,mo-bamba,616,13.4,0.85,15.8,11.4
Monte Morris,25,DEN,PG,47,13,1196,186,387,.481,51,134,.381,135,253,.534,.547,58,73,.795,11,85,96,150,34,13,34,48,481,0,,https://www.basketball-reference.com/players/m/morrimo01.html,https://www.basketball-reference.com/teams/DEN/2021.html,monte-morris,692,14.7,0.58,25.4,8.5
Montrezl Harrell,27,LAL,C,69,1,1580,375,603,.622,0,10,.000,375,593,.632,.622,181,256,.707,158,270,428,73,46,49,74,128,931,0,6MOY-6,https://www.basketball-reference.com/players/h/harremo01.html,https://www.basketball-reference.com/teams/LAL/2021.html,montrezl-harrell,1325,19.2,0.84,22.9,16.1
Moritz Wagner,23,3TM,C,45,24,722,104,229,.454,31,91,.341,73,138,.529,.522,71,87,.816,27,119,146,50,26,18,43,108,310,0,,https://www.basketball-reference.com/players/w/wagnemo01.html,0,moritz-wagner,399,8.9,0.55,16.0,4.9
Moses Brown,21,OKC,C,43,32,920,146,268,.545,0,0,,146,268,.545,.545,78,126,.619,154,229,383,10,31,47,43,93,370,0,,https://www.basketball-reference.com/players/b/brownmo01.html,https://www.basketball-reference.com/teams/OKC/2021.html,moses-brown,705,16.4,0.77,21.4,12.6
Mychal Mulder,26,GSW,PG,60,6,766,119,265,.449,85,214,.397,34,51,.667,.609,14,22,.636,8,52,60,26,12,12,16,56,337,0,,https://www.basketball-reference.com/players/m/muldemy01.html,https://www.basketball-reference.com/teams/GSW/2021.html,mychal-mulder,375,6.2,0.49,12.8,3.1
Myles Turner,24,IND,C,47,47,1455,206,432,.477,69,206,.335,137,226,.606,.557,111,142,.782,63,243,306,48,40,159,67,165,592,0,DPOY-9,https://www.basketball-reference.com/players/t/turnemy01.html,https://www.basketball-reference.com/teams/IND/2021.html,myles-turner,913,19.4,0.63,31.0,12.2
Naji Marshall,23,NOP,SF,32,10,700,82,209,.392,29,83,.349,53,126,.421,.462,53,75,.707,15,133,148,88,26,10,38,58,246,0,,https://www.basketball-reference.com/players/m/marshna01.html,https://www.basketball-reference.com/teams/NOP/2021.html,naji-marshall,422,13.2,0.6,21.9,8.0
Nassir Little,20,POR,PF,48,2,640,78,167,.467,28,80,.350,50,87,.575,.551,36,45,.800,32,96,128,23,5,13,18,51,220,0,,https://www.basketball-reference.com/players/l/littlna01.html,https://www.basketball-reference.com/teams/POR/2021.html,nassir-little,320,6.7,0.5,13.3,3.3
Nate Darling,22,CHO,SG,7,0,26,2,7,.286,2,7,.286,0,0,,.429,3,3,1.000,1,0,1,1,0,1,1,1,9,0,,https://www.basketball-reference.com/players/d/darlina01.html,https://www.basketball-reference.com/teams/CHO/2021.html,nate-darling,10,1.4,0.38,3.7,0.5
Nate Hinton,21,DAL,SG,21,0,93,15,42,.357,4,19,.211,11,23,.478,.405,7,10,.700,1,8,9,8,7,2,5,8,41,0,,https://www.basketball-reference.com/players/h/hintona01.html,https://www.basketball-reference.com/teams/DAL/2021.html,nate-hinton,54,2.6,0.58,4.4,1.5
Nathan Knight,23,ATL,PF,33,0,279,37,100,.370,6,33,.182,31,67,.463,.400,44,55,.800,27,45,72,8,9,10,15,22,124,0,,https://www.basketball-reference.com/players/k/knighna01.html,https://www.basketball-reference.com/teams/ATL/2021.html,nathan-knight,186,5.6,0.67,8.5,3.8
Naz Reid,21,MIN,C,70,15,1347,304,581,.523,61,174,.351,243,407,.597,.576,115,166,.693,82,240,322,72,34,76,69,179,784,0,,https://www.basketball-reference.com/players/r/reidna01.html,https://www.basketball-reference.com/teams/MIN/2021.html,naz-reid,1040,14.9,0.77,19.2,11.5
Nemanja Bjelica,32,2TM,PF,37,3,595,89,196,.454,27,85,.318,62,111,.559,.523,37,51,.725,29,98,127,69,15,5,33,68,242,0,,https://www.basketball-reference.com/players/b/bjeline01.html,0,nemanja-bjelica,357,9.6,0.6,16.1,5.8
Nerlens Noel,26,NYK,C,64,41,1547,137,223,.614,0,3,.000,137,220,.623,.614,50,70,.714,142,266,408,46,70,141,65,176,324,0,,https://www.basketball-reference.com/players/n/noelne01.html,https://www.basketball-reference.com/teams/NYK/2021.html,nerlens-noel,748,11.7,0.48,24.2,5.7
Nic Claxton,21,BRK,C,32,1,594,90,145,.621,1,5,.200,89,140,.636,.624,31,64,.484,43,123,166,28,23,40,18,68,212,0,,https://www.basketball-reference.com/players/c/claxtni01.html,https://www.basketball-reference.com/teams/BRK/2021.html,nic-claxton,383,12.0,0.64,18.6,7.7
Nick Richards,23,CHO,PF,18,0,63,4,9,.444,0,1,.000,4,8,.500,.444,7,11,.636,4,7,11,2,0,0,3,7,15,0,,https://www.basketball-reference.com/players/r/richani01.html,https://www.basketball-reference.com/teams/CHO/2021.html,nick-richards,18,1.0,0.29,3.5,0.3
Nickeil Alexander-Walker,22,NOP,SG,46,13,1007,192,458,.419,76,219,.347,116,239,.485,.502,48,66,.727,13,131,144,102,47,22,69,88,508,0,,https://www.basketball-reference.com/players/a/alexani01.html,https://www.basketball-reference.com/teams/NOP/2021.html,nickeil-alexander-walker,666,14.5,0.66,21.9,9.6
Nico Mannion,19,GSW,PG,30,1,364,39,114,.342,22,60,.367,17,54,.315,.439,23,28,.821,6,40,46,70,16,1,31,29,123,0,,https://www.basketball-reference.com/players/m/mannini01.html,https://www.basketball-reference.com/teams/GSW/2021.html,nico-mannion,196,6.5,0.54,12.1,3.5
Nicolas Batum,32,LAC,SF,67,38,1835,191,412,.464,110,272,.404,81,140,.579,.597,48,58,.828,50,266,316,148,69,37,53,102,540,0,,https://www.basketball-reference.com/players/b/batumni01.html,https://www.basketball-reference.com/teams/LAC/2021.html,nicolas-batum,955,14.3,0.52,27.4,7.4
Nicolò Melli,30,2TM,PF,45,4,566,46,141,.326,23,85,.271,23,56,.411,.408,19,25,.760,29,93,122,44,14,3,12,58,134,0,,https://www.basketball-reference.com/players/m/mellini01.html,0,nicolo-melli,247,5.5,0.44,12.6,2.4
Nikola Jokić,25,DEN,C,72,72,2488,732,1293,.566,92,237,.388,640,1056,.606,.602,342,394,.868,205,575,780,599,95,48,222,192,1898,16,"MVP-1,AS,NBA1",https://www.basketball-reference.com/players/j/jokicni01.html,https://www.basketball-reference.com/teams/DEN/2021.html,nikola-jokic,3006,41.8,1.21,34.6,50.4
Nikola Vučević,30,2TM,C,70,70,2348,666,1396,.477,176,440,.400,490,956,.513,.540,131,156,.840,146,671,817,269,65,48,126,137,1639,2,AS,https://www.basketball-reference.com/players/v/vucevni01.html,0,nikola-vucevic,2575,36.8,1.1,33.5,40.3
Noah Vonleh,25,BRK,C,4,0,11,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,1,1,1,0,0,2,2,0,0,,https://www.basketball-reference.com/players/v/vonleno01.html,https://www.basketball-reference.com/teams/BRK/2021.html,noah-vonleh,-2,-0.5,-0.18,2.8,0.1
Norman Powell,27,2TM,SF,69,58,2205,438,918,.477,171,416,.411,267,502,.532,.570,236,271,.871,42,173,215,129,82,18,119,160,1283,0,,https://www.basketball-reference.com/players/p/powelno01.html,0,norman-powell,1448,21.0,0.66,32.0,13.8
Norvel Pelle,27,3TM,C,13,0,84,8,15,.533,0,0,,8,15,.533,.533,4,6,.667,6,13,19,2,1,9,3,14,20,0,,https://www.basketball-reference.com/players/p/pelleno01.html,0,norvel-pelle,34,2.6,0.4,6.5,1.1
Obi Toppin,22,NYK,PF,62,0,683,104,209,.498,26,85,.306,78,124,.629,.560,19,26,.731,26,112,138,29,17,15,23,55,253,0,,https://www.basketball-reference.com/players/t/toppiob01.html,https://www.basketball-reference.com/teams/NYK/2021.html,obi-toppin,374,6.0,0.55,11.0,3.3
OG Anunoby,23,TOR,SF,43,43,1433,249,519,.480,104,261,.398,145,258,.562,.580,80,102,.784,54,183,237,94,66,32,75,114,682,0,,https://www.basketball-reference.com/players/a/anunoog01.html,https://www.basketball-reference.com/teams/TOR/2021.html,og-anunoby,922,21.4,0.64,33.3,13.8
Onyeka Okongwu,20,ATL,C,50,4,601,96,149,.644,0,3,.000,96,146,.658,.644,36,57,.632,62,101,163,18,23,33,29,100,228,0,,https://www.basketball-reference.com/players/o/okongon01.html,https://www.basketball-reference.com/teams/ATL/2021.html,onyeka-okongwu,336,6.7,0.56,12.0,3.8
Oshae Brissett,22,IND,SF,21,16,519,73,151,.483,33,78,.423,40,73,.548,.593,50,65,.769,29,86,115,18,19,20,10,32,229,0,,https://www.basketball-reference.com/players/b/brissos01.html,https://www.basketball-reference.com/teams/IND/2021.html,oshae-brissett,359,17.1,0.69,24.7,11.8
Otto Porter Jr.,27,2TM,SF,28,6,606,98,227,.432,39,104,.375,59,123,.480,.518,36,42,.857,28,124,152,55,16,4,25,41,271,0,,https://www.basketball-reference.com/players/p/porteot01.html,0,otto-porter,432,15.4,0.71,21.6,11.0
Pascal Siakam,26,TOR,PF,56,56,2006,437,961,.455,73,246,.297,364,715,.509,.493,249,301,.827,95,310,405,250,64,37,130,174,1196,1,,https://www.basketball-reference.com/players/s/siakapa01.html,https://www.basketball-reference.com/teams/TOR/2021.html,pascal-siakam,1648,29.4,0.82,35.8,24.2
Pat Connaughton,28,MIL,SG,69,4,1575,168,387,.434,101,272,.371,67,115,.583,.565,31,40,.775,63,269,332,81,49,23,33,99,468,0,,https://www.basketball-reference.com/players/c/connapa01.html,https://www.basketball-reference.com/teams/MIL/2021.html,pat-connaughton,821,11.9,0.52,22.8,6.2
Patrick Beverley,32,LAC,PG,37,34,832,93,220,.423,56,141,.397,37,79,.468,.550,36,45,.800,29,90,119,76,29,28,34,108,278,0,,https://www.basketball-reference.com/players/b/beverpa01.html,https://www.basketball-reference.com/teams/LAC/2021.html,patrick-beverley,388,10.5,0.47,22.5,4.9
Patrick McCaw,25,TOR,SF,5,0,33,1,1,1.000,0,0,,1,1,1.000,1.000,3,3,1.000,1,2,3,4,2,0,0,6,5,0,,https://www.basketball-reference.com/players/m/mccawpa01.html,https://www.basketball-reference.com/teams/TOR/2021.html,patrick-mccaw,8,1.6,0.24,6.6,0.4
Patrick Patterson,31,LAC,PF,38,5,582,72,165,.436,40,112,.357,32,53,.604,.558,13,17,.765,19,56,75,29,14,8,11,45,197,0,,https://www.basketball-reference.com/players/p/pattepa01.html,https://www.basketball-reference.com/teams/LAC/2021.html,patrick-patterson,267,7.0,0.46,15.3,3.2
Patrick Williams,19,CHI,PF,71,71,1983,255,528,.483,54,138,.391,201,390,.515,.534,91,125,.728,66,261,327,99,64,46,98,126,655,0,,https://www.basketball-reference.com/players/w/willipa01.html,https://www.basketball-reference.com/teams/CHI/2021.html,patrick-williams,967,13.6,0.49,27.9,6.6
Patty Mills,32,SAS,PG,68,1,1685,252,611,.412,161,429,.375,91,182,.500,.544,71,78,.910,18,98,116,162,42,3,66,81,736,0,,https://www.basketball-reference.com/players/m/millspa02.html,https://www.basketball-reference.com/teams/SAS/2021.html,patty-mills,912,13.4,0.54,24.8,7.3
Paul George,30,LAC,SF,54,54,1821,445,953,.467,171,416,.411,274,537,.510,.557,198,228,.868,45,314,359,280,62,24,179,132,1259,0,"AS,NBA3",https://www.basketball-reference.com/players/g/georgpa01.html,https://www.basketball-reference.com/teams/LAC/2021.html,paul-george,1673,31.0,0.92,33.7,28.5
Paul Millsap,35,DEN,PF,56,36,1162,191,401,.476,49,143,.343,142,258,.550,.537,71,98,.724,76,186,262,98,51,36,51,111,502,0,,https://www.basketball-reference.com/players/m/millspa01.html,https://www.basketball-reference.com/teams/DEN/2021.html,paul-millsap,787,14.1,0.68,20.8,9.5
Paul Reed,21,PHI,PF,26,0,177,42,78,.538,0,6,.000,42,72,.583,.538,4,8,.500,30,31,61,12,10,13,12,29,88,0,,https://www.basketball-reference.com/players/r/reedpa01.html,https://www.basketball-reference.com/teams/PHI/2021.html,paul-reed,143,5.5,0.81,6.8,4.4
Paul Watson,26,TOR,SF,27,2,297,38,82,.463,30,64,.469,8,18,.444,.646,5,8,.625,4,41,45,17,6,3,9,36,111,0,,https://www.basketball-reference.com/players/w/watsopa01.html,https://www.basketball-reference.com/teams/TOR/2021.html,paul-watson,137,5.1,0.46,11.0,2.3
Payton Pritchard,23,BOS,SG,66,4,1268,184,418,.440,102,248,.411,82,170,.482,.562,40,45,.889,33,125,158,120,37,9,53,104,510,0,,https://www.basketball-reference.com/players/p/pritcpa01.html,https://www.basketball-reference.com/teams/BOS/2021.html,payton-pritchard,677,10.3,0.53,19.2,5.5
PJ Dozier,24,DEN,SG,50,6,1088,148,355,.417,47,149,.315,101,206,.490,.483,42,66,.636,35,147,182,92,31,22,46,86,385,0,,https://www.basketball-reference.com/players/d/doziepj01.html,https://www.basketball-reference.com/teams/DEN/2021.html,pj-dozier,580,11.6,0.53,21.8,6.2
P.J. Tucker,35,2TM,PF,52,33,1356,66,177,.373,40,119,.336,26,58,.448,.486,21,28,.750,51,153,204,61,39,20,40,125,193,0,,https://www.basketball-reference.com/players/t/tuckepj01.html,0,pj-tucker,352,6.8,0.26,26.1,1.8
P.J. Washington,22,CHO,PF,64,61,1954,302,686,.440,112,290,.386,190,396,.480,.522,108,145,.745,93,325,418,161,69,79,128,171,824,0,,https://www.basketball-reference.com/players/w/washipj01.html,https://www.basketball-reference.com/teams/CHO/2021.html,pj-washington,1252,19.6,0.64,30.5,12.5
Precious Achiuwa,21,MIA,PF,61,4,737,124,228,.544,0,1,.000,124,227,.546,.544,56,110,.509,73,135,208,29,20,28,43,91,304,0,,https://www.basketball-reference.com/players/a/achiupr01.html,https://www.basketball-reference.com/teams/MIA/2021.html,precious-achiuwa,455,7.5,0.62,12.1,4.6
Quinn Cook,27,2TM,PG,23,0,157,29,68,.426,11,26,.423,18,42,.429,.507,7,8,.875,2,15,17,18,4,1,7,10,76,0,,https://www.basketball-reference.com/players/c/cookqu01.html,0,quinn-cook,99,4.3,0.63,6.8,2.7
Quinndary Weatherspoon,24,SAS,SG,20,0,121,16,35,.457,1,6,.167,15,29,.517,.471,13,16,.813,3,8,11,8,8,2,10,18,46,0,,https://www.basketball-reference.com/players/w/weathqu01.html,https://www.basketball-reference.com/teams/SAS/2021.html,quinndary-weatherspoon,47,2.4,0.39,6.0,0.9
Rajon Rondo,34,2TM,PG,45,3,770,95,215,.442,36,89,.404,59,126,.468,.526,16,17,.941,18,92,110,199,37,4,79,53,242,0,,https://www.basketball-reference.com/players/r/rondora01.html,0,rajon-rondo,460,10.2,0.6,17.1,6.1
Raul Neto,28,WAS,PG,64,22,1403,209,447,.468,64,164,.390,145,283,.512,.539,75,85,.882,28,128,156,146,73,6,53,109,557,0,,https://www.basketball-reference.com/players/n/netora01.html,https://www.basketball-reference.com/teams/WAS/2021.html,raul-neto,776,12.1,0.55,21.9,6.7
Ray Spalding,23,HOU,C,2,0,19,2,4,.500,0,1,.000,2,3,.667,.500,0,2,.000,2,2,4,0,0,2,3,3,4,0,,https://www.basketball-reference.com/players/s/spaldra01.html,https://www.basketball-reference.com/teams/HOU/2021.html,ray-spalding,4,2.0,0.21,9.5,0.4
Rayjon Tucker,23,PHI,PG,14,0,68,9,18,.500,2,7,.286,7,11,.636,.556,14,19,.737,1,10,11,6,2,0,4,8,34,0,,https://www.basketball-reference.com/players/t/tuckera01.html,https://www.basketball-reference.com/teams/PHI/2021.html,rayjon-tucker,41,2.9,0.6,4.9,1.8
Reggie Bullock,29,NYK,SF,65,64,1949,248,561,.442,163,398,.410,85,163,.521,.587,50,55,.909,16,207,223,99,52,11,45,146,709,0,,https://www.basketball-reference.com/players/b/bullore01.html,https://www.basketball-reference.com/teams/NYK/2021.html,reggie-bullock,903,13.9,0.46,30.0,6.4
Reggie Jackson,30,LAC,SG,67,43,1544,263,585,.450,122,282,.433,141,303,.465,.554,67,82,.817,24,168,192,205,41,7,74,127,715,0,,https://www.basketball-reference.com/players/j/jacksre01.html,https://www.basketball-reference.com/teams/LAC/2021.html,reggie-jackson,959,14.3,0.62,23.0,8.9
Reggie Perry,20,BRK,PF,26,0,211,32,78,.410,4,21,.190,28,57,.491,.436,10,13,.769,27,46,73,14,6,6,15,40,78,0,,https://www.basketball-reference.com/players/p/perryre01.html,https://www.basketball-reference.com/teams/BRK/2021.html,reggie-perry,122,4.7,0.58,8.1,2.7
Richaun Holmes,27,SAC,C,61,61,1782,366,575,.637,2,11,.182,364,564,.645,.638,135,170,.794,144,360,504,101,39,96,75,213,869,0,,https://www.basketball-reference.com/players/h/holmeri01.html,https://www.basketball-reference.com/teams/SAC/2021.html,richaun-holmes,1321,21.7,0.74,29.2,16.1
Ricky Rubio,30,MIN,PG,68,51,1772,193,498,.388,66,214,.308,127,284,.447,.454,130,150,.867,28,195,223,433,98,4,111,139,582,0,,https://www.basketball-reference.com/players/r/rubiori01.html,https://www.basketball-reference.com/teams/MIN/2021.html,ricky-rubio,1090,16.0,0.62,26.1,9.9
RJ Barrett,20,NYK,SG,72,72,2511,467,1060,.441,124,309,.401,343,751,.457,.499,206,276,.746,68,346,414,217,53,20,139,188,1264,0,,https://www.basketball-reference.com/players/b/barrerj01.html,https://www.basketball-reference.com/teams/NYK/2021.html,rj-barrett,1641,22.8,0.65,34.9,14.9
R.J. Hampton,19,2TM,SG,51,1,888,136,313,.435,27,87,.310,109,226,.482,.478,55,82,.671,29,150,179,87,21,10,53,61,354,0,,https://www.basketball-reference.com/players/h/hamptrj01.html,0,rj-hampton,537,10.5,0.6,17.4,6.4
Robert Covington,30,POR,PF,70,70,2243,204,509,.401,135,356,.379,69,153,.451,.533,50,62,.806,61,405,466,117,101,84,64,195,593,0,,https://www.basketball-reference.com/players/c/covinro01.html,https://www.basketball-reference.com/teams/POR/2021.html,robert-covington,1102,15.7,0.49,32.0,7.7
Robert Franks,24,ORL,PF,7,0,101,13,28,.464,5,15,.333,8,13,.615,.554,12,13,.923,6,8,14,5,3,3,2,8,43,0,,https://www.basketball-reference.com/players/f/frankro01.html,https://www.basketball-reference.com/teams/ORL/2021.html,robert-franks,58,8.3,0.57,14.4,4.8
Robert Williams,23,BOS,C,52,13,985,186,258,.721,0,2,.000,186,256,.727,.721,45,73,.616,133,225,358,94,43,91,52,105,417,0,,https://www.basketball-reference.com/players/w/williro04.html,https://www.basketball-reference.com/teams/BOS/2021.html,robert-williams,846,16.3,0.86,18.9,14.0
Robert Woodard II,21,SAC,SF,13,0,45,8,20,.400,1,6,.167,7,14,.500,.425,3,8,.375,4,12,16,2,0,3,1,4,20,0,,https://www.basketball-reference.com/players/w/woodaro01.html,https://www.basketball-reference.com/teams/SAC/2021.html,robert-woodard,36,2.8,0.8,3.5,2.2
Robin Lopez,32,WAS,C,71,9,1354,269,425,.633,5,18,.278,264,407,.649,.639,99,137,.723,141,131,272,55,15,44,75,109,642,0,,https://www.basketball-reference.com/players/l/lopezro01.html,https://www.basketball-reference.com/teams/WAS/2021.html,robin-lopez,844,11.9,0.62,19.1,7.4
Rodions Kurucs,22,3TM,SF,21,0,125,11,32,.344,6,21,.286,5,11,.455,.438,3,4,.750,5,18,23,10,9,4,13,16,31,0,,https://www.basketball-reference.com/players/k/kurucro01.html,0,rodions-kurucs,48,2.3,0.38,6.0,0.9
Rodney Hood,28,2TM,SF,55,5,942,94,260,.362,34,113,.301,60,147,.408,.427,24,28,.857,23,80,103,53,24,7,36,74,246,0,,https://www.basketball-reference.com/players/h/hoodro01.html,0,rodney-hood,323,5.9,0.34,17.1,2.0
Rodney McGruder,29,DET,SG,16,2,194,37,70,.529,11,24,.458,26,46,.565,.607,6,8,.750,8,14,22,16,8,1,7,12,91,0,,https://www.basketball-reference.com/players/m/mcgruro01.html,https://www.basketball-reference.com/teams/DET/2021.html,rodney-mcgruder,119,7.4,0.61,12.1,4.6
Romeo Langford,21,BOS,SG,18,4,283,21,59,.356,5,18,.278,16,41,.390,.398,9,12,.750,12,23,35,13,6,5,10,24,56,0,,https://www.basketball-reference.com/players/l/langfro01.html,https://www.basketball-reference.com/teams/BOS/2021.html,romeo-langford,81,4.5,0.29,15.7,1.3
Rondae Hollis-Jefferson,26,POR,PF,11,1,107,9,18,.500,0,1,.000,9,17,.529,.500,9,16,.563,11,15,26,13,2,4,2,15,27,0,,https://www.basketball-reference.com/players/h/holliro01.html,https://www.basketball-reference.com/teams/POR/2021.html,rondae-hollis-jefferson,55,5.0,0.51,9.7,2.6
Royce O'Neale,27,UTA,SF,71,71,2241,175,394,.444,107,278,.385,68,116,.586,.580,39,46,.848,88,397,485,181,57,32,83,182,496,0,,https://www.basketball-reference.com/players/o/onealro01.html,https://www.basketball-reference.com/teams/UTA/2021.html,royce-oneale,986,13.9,0.44,31.6,6.1
Rudy Gay,34,SAS,PF,63,1,1358,264,628,.420,106,278,.381,158,350,.451,.505,82,102,.804,42,261,303,88,45,40,65,115,716,0,,https://www.basketball-reference.com/players/g/gayru01.html,https://www.basketball-reference.com/teams/SAS/2021.html,rudy-gay,1012,16.1,0.75,21.6,12.0
Rudy Gobert,28,UTA,C,71,71,2187,391,579,.675,0,4,.000,391,575,.680,.675,233,374,.623,240,720,960,89,40,190,118,163,1015,0,"MVP-10,DPOY-1,AS,NBA3",https://www.basketball-reference.com/players/g/goberru01.html,https://www.basketball-reference.com/teams/UTA/2021.html,rudy-gobert,2013,28.4,0.92,30.8,26.1
Rui Hachimura,22,WAS,PF,57,57,1797,310,648,.478,45,137,.328,265,511,.519,.513,124,161,.770,49,263,312,82,44,7,68,120,789,0,,https://www.basketball-reference.com/players/h/hachiru01.html,https://www.basketball-reference.com/teams/WAS/2021.html,rui-hachimura,1046,18.4,0.58,31.5,10.7
Russell Westbrook,32,WAS,PG,65,65,2369,544,1238,.439,86,273,.315,458,965,.475,.474,271,413,.656,109,641,750,763,89,23,312,190,1445,38,MVP-11,https://www.basketball-reference.com/players/w/westbru01.html,https://www.basketball-reference.com/teams/WAS/2021.html,russell-westbrook,2568,39.5,1.08,36.4,42.8
Ryan Arcidiacono,26,CHI,PG,44,0,450,49,117,.419,25,67,.373,24,50,.480,.526,13,20,.650,5,62,67,56,9,0,10,47,136,0,,https://www.basketball-reference.com/players/a/arcidry01.html,https://www.basketball-reference.com/teams/CHI/2021.html,ryan-arcidiacono,211,4.8,0.47,10.2,2.2
Saben Lee,21,DET,PG,48,7,781,99,210,.471,8,23,.348,91,187,.487,.490,61,89,.685,20,77,97,174,32,13,55,76,267,0,,https://www.basketball-reference.com/players/l/leesa01.html,https://www.basketball-reference.com/teams/DET/2021.html,saben-lee,452,9.4,0.58,16.3,5.4
Saddiq Bey,21,DET,SF,70,53,1909,279,691,.404,175,460,.380,104,231,.450,.530,124,147,.844,43,275,318,95,52,14,60,110,857,0,ROY-4,https://www.basketball-reference.com/players/b/beysa01.html,https://www.basketball-reference.com/teams/DET/2021.html,saddiq-bey,1166,16.7,0.61,27.3,10.2
Sam Merrill,24,MIL,SG,30,2,233,32,72,.444,21,47,.447,11,25,.440,.590,4,4,1.000,6,24,30,21,8,1,10,17,89,0,,https://www.basketball-reference.com/players/m/merrisa01.html,https://www.basketball-reference.com/teams/MIL/2021.html,sam-merrill,122,4.1,0.52,7.8,2.1
Sean McDermott,24,MEM,SF,18,0,158,13,33,.394,5,22,.227,8,11,.727,.470,8,8,1.000,6,13,19,4,2,3,4,8,39,0,,https://www.basketball-reference.com/players/m/mcderse01.html,https://www.basketball-reference.com/teams/MEM/2021.html,sean-mcdermott,55,3.1,0.35,8.8,1.1
Sekou Doumbouya,20,DET,PF,56,11,869,107,282,.379,26,115,.226,81,167,.485,.426,45,64,.703,39,104,143,47,24,9,44,94,285,0,,https://www.basketball-reference.com/players/d/doumbse01.html,https://www.basketball-reference.com/teams/DET/2021.html,sekou-doumbouya,370,6.6,0.43,15.5,2.8
Semi Ojeleye,26,BOS,PF,56,15,950,89,221,.403,58,158,.367,31,63,.492,.534,24,32,.750,31,116,147,37,17,0,21,56,260,0,,https://www.basketball-reference.com/players/o/ojelese01.html,https://www.basketball-reference.com/teams/BOS/2021.html,semi-ojeleye,384,6.9,0.4,17.0,2.8
Serge Ibaka,31,LAC,C,41,39,955,186,365,.510,39,115,.339,147,250,.588,.563,43,53,.811,73,202,275,74,9,47,44,76,454,0,,https://www.basketball-reference.com/players/i/ibakase01.html,https://www.basketball-reference.com/teams/LAC/2021.html,serge-ibaka,739,18.0,0.77,23.3,13.9
Seth Curry,30,PHI,SG,57,57,1638,258,552,.467,126,280,.450,132,272,.485,.582,69,77,.896,10,126,136,155,44,8,65,96,711,0,,https://www.basketball-reference.com/players/c/curryse01.html,https://www.basketball-reference.com/teams/PHI/2021.html,seth-curry,893,15.7,0.55,28.7,8.5
Shai Gilgeous-Alexander,22,OKC,SG,35,35,1180,287,565,.508,71,170,.418,216,395,.547,.571,185,229,.808,19,147,166,207,27,23,106,70,830,0,,https://www.basketball-reference.com/players/g/gilgesh01.html,https://www.basketball-reference.com/teams/OKC/2021.html,shai-gilgeous-alexander,1077,30.8,0.91,33.7,28.1
