Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Damion Lee,28,GSW,SG,57,1,1079,128,274,.467,77,194,.397,51,80,.638,.608,40,44,.909,22,158,180,73,38,8,30,89,373,0,,https://www.basketball-reference.com/players/l/leeda03.html,https://www.basketball-reference.com/teams/GSW/2021.html,damion-lee,553,9.7,0.51,18.9,5.0
Damyean Dotson,26,CLE,SG,46,7,907,119,293,.406,46,159,.289,73,134,.545,.485,24,36,.667,5,88,93,91,16,4,42,42,308,0,,https://www.basketball-reference.com/players/d/dotsoda01.html,https://www.basketball-reference.com/teams/CLE/2021.html,damyean-dotson,428,9.3,0.47,19.7,4.4
D'Angelo Russell,24,MIN,PG,42,26,1196,281,652,.431,120,310,.387,161,342,.471,.523,114,149,.765,16,95,111,244,45,18,112,68,796,0,,https://www.basketball-reference.com/players/r/russeda01.html,https://www.basketball-reference.com/teams/MIN/2021.html,dangelo-russell,1034,24.6,0.86,28.5,21.3
Daniel Gafford,22,2TM,C,54,11,791,154,225,.684,0,0,,154,225,.684,.684,72,108,.667,94,137,231,29,26,75,41,98,380,0,,https://www.basketball-reference.com/players/g/gaffoda01.html,0,daniel-gafford,602,11.1,0.76,14.6,8.5
Daniel Oturu,21,LAC,C,30,0,161,22,52,.423,1,5,.200,21,47,.447,.433,9,12,.750,21,27,48,10,4,7,9,24,54,0,,https://www.basketball-reference.com/players/o/oturuda01.html,https://www.basketball-reference.com/teams/LAC/2021.html,daniel-oturu,90,3.0,0.56,5.4,1.7
Daniel Theis,28,2TM,C,65,51,1601,252,466,.541,49,152,.322,203,314,.646,.593,74,110,.673,93,263,356,108,41,57,66,167,627,0,,https://www.basketball-reference.com/players/t/theisda01.html,0,daniel-theis,956,14.7,0.6,24.6,8.8
Danilo Gallinari,32,ATL,PF,51,4,1222,206,475,.434,103,254,.406,103,221,.466,.542,161,174,.925,17,194,211,76,30,10,43,105,676,0,,https://www.basketball-reference.com/players/g/gallida01.html,https://www.basketball-reference.com/teams/ATL/2021.html,danilo-gallinari,855,16.8,0.7,24.0,11.7
Danny Green,33,PHI,SF,69,69,1934,224,544,.412,175,432,.405,49,112,.438,.573,31,40,.775,55,205,260,118,92,56,67,125,654,0,,https://www.basketball-reference.com/players/g/greenda02.html,https://www.basketball-reference.com/teams/PHI/2021.html,danny-green,988,14.3,0.51,28.0,7.3
Dante Exum,25,CLE,SG,6,3,116,10,26,.385,2,11,.182,8,15,.533,.423,1,2,.500,2,15,17,13,4,2,7,9,23,0,,https://www.basketball-reference.com/players/e/exumda01.html,https://www.basketball-reference.com/teams/CLE/2021.html,dante-exum,43,7.2,0.37,19.3,2.7
Danuel House Jr.,27,HOU,SF,36,23,932,110,272,.404,54,156,.346,56,116,.483,.504,41,63,.651,18,114,132,69,20,16,36,67,315,0,,https://www.basketball-reference.com/players/h/houseda01.html,https://www.basketball-reference.com/teams/HOU/2021.html,danuel-house,449,12.5,0.48,25.9,6.0
DaQuan Jeffries,23,2TM,SG,31,5,493,50,120,.417,20,67,.299,30,53,.566,.500,7,8,.875,19,52,71,22,15,10,14,48,127,0,,https://www.basketball-reference.com/players/j/jeffrda01.html,0,daquan-jeffries,183,5.9,0.37,15.9,2.2
Dario Šarić,26,PHO,C,50,4,871,153,342,.447,47,135,.348,106,207,.512,.516,84,99,.848,46,144,190,65,30,4,57,95,437,0,,https://www.basketball-reference.com/players/s/saricda01.html,https://www.basketball-reference.com/teams/PHO/2021.html,dario-saric,574,11.5,0.66,17.4,7.6
Darius Bazley,20,OKC,PF,55,55,1714,273,690,.396,83,286,.290,190,404,.470,.456,125,178,.702,51,345,396,99,29,25,122,60,754,0,,https://www.basketball-reference.com/players/b/bazleda01.html,https://www.basketball-reference.com/teams/OKC/2021.html,darius-bazley,1121,20.4,0.65,31.2,13.3
Darius Garland,21,CLE,PG,54,50,1790,362,802,.451,105,266,.395,257,536,.479,.517,112,132,.848,23,106,129,329,66,6,164,110,941,0,,https://www.basketball-reference.com/players/g/garlada01.html,https://www.basketball-reference.com/teams/CLE/2021.html,darius-garland,1197,22.2,0.67,33.1,14.8
Darius Miller,30,OKC,SF,18,0,197,22,48,.458,17,42,.405,5,6,.833,.635,12,12,1.000,2,22,24,21,13,5,8,13,73,0,,https://www.basketball-reference.com/players/m/milleda01.html,https://www.basketball-reference.com/teams/OKC/2021.html,darius-miller,115,6.4,0.58,10.9,3.7
David Nwaba,28,HOU,SF,30,9,679,106,218,.486,17,63,.270,89,155,.574,.525,47,68,.691,40,78,118,31,30,21,17,60,276,0,,https://www.basketball-reference.com/players/n/nwabada01.html,https://www.basketball-reference.com/teams/HOU/2021.html,david-nwaba,399,13.3,0.59,22.6,7.8
Dāvis Bertāns,28,WAS,PF,57,7,1464,193,478,.404,169,428,.395,24,50,.480,.581,100,115,.870,18,150,168,49,33,13,33,136,655,0,,https://www.basketball-reference.com/players/b/bertada01.html,https://www.basketball-reference.com/teams/WAS/2021.html,davis-bertans,749,13.1,0.51,25.7,6.7
De'Aaron Fox,23,SAC,PG,58,58,2036,529,1110,.477,103,320,.322,426,790,.539,.523,300,417,.719,33,170,203,417,87,27,174,170,1461,0,,https://www.basketball-reference.com/players/f/foxde01.html,https://www.basketball-reference.com/teams/SAC/2021.html,deaaron-fox,1851,31.9,0.91,35.1,29.0
Dean Wade,24,CLE,PF,63,19,1212,134,311,.431,78,213,.366,56,98,.571,.556,30,39,.769,38,177,215,74,35,21,30,78,376,0,,https://www.basketball-reference.com/players/w/wadede01.html,https://www.basketball-reference.com/teams/CLE/2021.html,dean-wade,613,9.7,0.51,19.2,4.9
Deandre Ayton,22,PHO,C,69,69,2115,430,687,.626,4,20,.200,426,667,.639,.629,133,173,.769,228,499,727,99,41,81,103,196,997,0,,https://www.basketball-reference.com/players/a/aytonde01.html,https://www.basketball-reference.com/teams/PHO/2021.html,deandre-ayton,1646,23.9,0.78,30.7,18.6
DeAndre' Bembry,26,TOR,SF,51,12,972,117,228,.513,14,53,.264,103,175,.589,.544,45,66,.682,33,113,146,107,53,18,71,87,293,0,,https://www.basketball-reference.com/players/b/bembrde01.html,https://www.basketball-reference.com/teams/TOR/2021.html,deandre-bembry,459,9.0,0.47,19.1,4.2
De'Andre Hunter,23,ATL,SF,23,19,678,120,248,.484,31,95,.326,89,153,.582,.546,73,85,.859,17,93,110,44,19,12,29,59,344,0,,https://www.basketball-reference.com/players/h/huntede01.html,https://www.basketball-reference.com/teams/ATL/2021.html,deandre-hunter,441,19.2,0.65,29.5,12.5
DeAndre Jordan,32,BRK,C,57,43,1246,190,249,.763,0,1,.000,190,248,.766,.763,46,92,.500,117,310,427,93,17,65,85,116,426,0,,https://www.basketball-reference.com/players/j/jordade01.html,https://www.basketball-reference.com/teams/BRK/2021.html,deandre-jordan,827,14.5,0.66,21.9,9.6
De'Anthony Melton,22,MEM,PG,52,1,1045,172,393,.438,87,211,.412,85,182,.467,.548,41,51,.804,30,131,161,132,60,31,66,85,472,0,,https://www.basketball-reference.com/players/m/meltode01.html,https://www.basketball-reference.com/teams/MEM/2021.html,deanthony-melton,705,13.6,0.67,20.1,9.1
Deividas Sirvydis,20,DET,SG,20,0,133,14,40,.350,10,28,.357,4,12,.333,.475,3,6,.500,0,29,29,5,2,0,5,9,41,0,,https://www.basketball-reference.com/players/s/sirvyde01.html,https://www.basketball-reference.com/teams/DET/2021.html,deividas-sirvydis,63,3.2,0.47,6.6,1.5
Dejounte Murray,24,SAS,PG,67,67,2139,441,974,.453,63,199,.317,378,775,.488,.485,106,134,.791,58,415,473,363,101,7,117,135,1051,4,,https://www.basketball-reference.com/players/m/murrade01.html,https://www.basketball-reference.com/teams/SAS/2021.html,dejounte-murray,1743,26.0,0.81,31.9,21.2
Delon Wright,28,2TM,PG,63,39,1748,240,518,.463,64,172,.372,176,346,.509,.525,101,126,.802,65,204,269,278,101,30,83,75,645,0,,https://www.basketball-reference.com/players/w/wrighde01.html,0,delon-wright,1165,18.5,0.67,27.7,12.3
DeMar DeRozan,31,SAS,PF,61,61,2056,455,920,.495,19,74,.257,436,846,.515,.505,387,440,.880,40,219,259,422,56,15,119,128,1316,0,,https://www.basketball-reference.com/players/d/derozde01.html,https://www.basketball-reference.com/teams/SAS/2021.html,demar-derozan,1821,29.9,0.89,33.7,26.4
DeMarcus Cousins,30,2TM,C,41,11,713,130,305,.426,47,135,.348,83,170,.488,.503,59,81,.728,53,210,263,76,34,24,64,107,366,0,,https://www.basketball-reference.com/players/c/couside01.html,0,demarcus-cousins,592,14.4,0.83,17.4,12.0
Deni Avdija,20,WAS,SF,54,32,1257,130,312,.417,53,168,.315,77,144,.535,.502,29,45,.644,22,240,262,63,32,15,33,140,342,0,,https://www.basketball-reference.com/players/a/avdijde01.html,https://www.basketball-reference.com/teams/WAS/2021.html,deni-avdija,541,10.0,0.43,23.3,4.3
Dennis Schröder,27,LAL,SG,61,61,1956,332,760,.437,71,212,.335,261,548,.476,.484,206,243,.848,30,181,211,351,70,13,163,159,941,0,,https://www.basketball-reference.com/players/s/schrode01.html,https://www.basketball-reference.com/teams/LAL/2021.html,dennis-schroder,1264,20.7,0.65,32.1,13.4
Dennis Smith Jr.,23,2TM,PG,23,9,420,58,145,.400,19,58,.328,39,87,.448,.466,19,26,.731,12,43,55,77,23,14,26,37,154,1,,https://www.basketball-reference.com/players/s/smithde03.html,0,dennis-smith,260,11.3,0.62,18.3,7.0
Denzel Valentine,27,CHI,SG,62,3,1036,155,416,.373,80,242,.331,75,174,.431,.469,16,17,.941,24,173,197,105,30,7,42,70,406,0,,https://www.basketball-reference.com/players/v/valende01.html,https://www.basketball-reference.com/teams/CHI/2021.html,denzel-valentine,633,10.2,0.61,16.7,6.2
Derrick Favors,29,UTA,C,68,0,1039,155,243,.638,0,2,.000,155,241,.643,.638,59,80,.738,138,238,376,44,32,68,36,143,369,0,,https://www.basketball-reference.com/players/f/favorde01.html,https://www.basketball-reference.com/teams/UTA/2021.html,derrick-favors,710,10.4,0.68,15.3,7.1
Derrick Jones Jr.,23,POR,SF,58,43,1318,147,304,.484,43,136,.316,104,168,.619,.554,59,91,.648,77,128,205,47,37,54,32,127,396,0,,https://www.basketball-reference.com/players/j/jonesde02.html,https://www.basketball-reference.com/teams/POR/2021.html,derrick-jones,580,10.0,0.44,22.7,4.4
Derrick Rose,32,2TM,PG,50,3,1279,287,611,.470,50,129,.388,237,482,.492,.511,110,127,.866,20,110,130,209,49,19,78,56,734,0,"MVP-9,6MOY-3",https://www.basketball-reference.com/players/r/rosede01.html,0,derrick-rose,1007,20.1,0.79,25.6,15.9
Derrick White,26,SAS,SG,36,32,1064,186,453,.411,84,243,.346,102,210,.486,.503,97,114,.851,13,94,107,127,26,36,45,91,553,0,,https://www.basketball-reference.com/players/w/whitede01.html,https://www.basketball-reference.com/teams/SAS/2021.html,derrick-white,713,19.8,0.67,29.6,13.3
Desmond Bane,22,MEM,SG,68,17,1519,234,499,.469,117,271,.432,117,228,.513,.586,40,49,.816,31,179,210,118,41,16,59,125,625,0,,https://www.basketball-reference.com/players/b/banede01.html,https://www.basketball-reference.com/teams/MEM/2021.html,desmond-bane,826,12.1,0.54,22.3,6.6
Devin Booker,24,PHO,SG,67,67,2270,623,1287,.484,126,371,.340,497,916,.543,.533,340,392,.867,34,247,281,289,53,16,207,181,1712,0,AS,https://www.basketball-reference.com/players/b/bookede01.html,https://www.basketball-reference.com/teams/PHO/2021.html,devin-booker,1963,29.3,0.86,33.9,25.3
Devin Cannady,24,ORL,PG,8,0,74,11,28,.393,6,16,.375,5,12,.417,.500,6,7,.857,0,5,5,1,5,1,2,9,34,0,,https://www.basketball-reference.com/players/c/cannade01.html,https://www.basketball-reference.com/teams/ORL/2021.html,devin-cannady,35,4.4,0.47,9.2,2.1
Devin Vassell,20,SAS,SF,62,7,1056,123,303,.406,52,150,.347,71,153,.464,.492,43,51,.843,24,150,174,56,43,18,22,88,341,0,,https://www.basketball-reference.com/players/v/vassede01.html,https://www.basketball-reference.com/teams/SAS/2021.html,devin-vassell,522,8.4,0.49,17.0,4.2
Devon Dotson,21,CHI,PG,11,0,50,11,21,.524,1,7,.143,10,14,.714,.548,0,0,,2,3,5,7,4,0,0,3,23,0,,https://www.basketball-reference.com/players/d/dotsode01.html,https://www.basketball-reference.com/teams/CHI/2021.html,devon-dotson,36,3.3,0.72,4.5,2.4
Devontae Cacok,24,LAL,PF,20,1,98,17,29,.586,0,0,,17,29,.586,.586,5,11,.455,12,20,32,1,5,4,5,8,39,0,,https://www.basketball-reference.com/players/c/cacokde01.html,https://www.basketball-reference.com/teams/LAL/2021.html,devontae-cacok,68,3.4,0.69,4.9,2.4
Devonte' Graham,25,CHO,PG,55,44,1659,252,669,.377,179,477,.375,73,192,.380,.510,133,158,.842,22,126,148,295,48,6,84,77,816,0,,https://www.basketball-reference.com/players/g/grahade01.html,https://www.basketball-reference.com/teams/CHO/2021.html,devonte-graham,1152,20.9,0.69,30.2,14.5
Dewayne Dedmon,31,MIA,C,16,0,210,46,65,.708,1,5,.200,45,60,.750,.715,20,27,.741,28,58,86,12,9,6,13,36,113,0,,https://www.basketball-reference.com/players/d/dedmode01.html,https://www.basketball-reference.com/teams/MIA/2021.html,dewayne-dedmon,177,11.1,0.84,13.1,9.3
Didi Louzada,21,NOP,SF,3,0,56,3,13,.231,2,8,.250,1,5,.200,.308,0,0,,1,2,3,3,2,0,3,5,8,0,,https://www.basketball-reference.com/players/l/louzama01.html,https://www.basketball-reference.com/teams/NOP/2021.html,didi-louzada,8,2.7,0.14,18.7,0.4
Dillon Brooks,25,MEM,SF,67,67,1997,432,1031,.419,128,372,.344,304,659,.461,.481,159,195,.815,53,143,196,157,78,26,119,237,1151,0,,https://www.basketball-reference.com/players/b/brookdi01.html,https://www.basketball-reference.com/teams/MEM/2021.html,dillon-brooks,1252,18.7,0.63,29.8,11.7
D.J. Augustin,33,2TM,PG,57,12,1129,135,343,.394,83,217,.382,52,126,.413,.515,85,94,.904,20,74,94,188,28,1,65,56,438,0,,https://www.basketball-reference.com/players/a/augusdj01.html,0,dj-augustin,628,11.0,0.56,19.8,6.1
D.J. Wilson,24,2TM,PF,35,1,433,68,168,.405,30,87,.345,38,81,.469,.494,17,25,.680,20,92,112,23,11,16,22,44,183,0,,https://www.basketball-reference.com/players/w/wilsodj01.html,0,dj-wilson,279,8.0,0.64,12.4,5.1
Domantas Sabonis,24,IND,PF,62,62,2231,484,904,.535,52,162,.321,432,742,.582,.564,240,328,.732,150,592,742,415,76,33,213,203,1260,9,AS,https://www.basketball-reference.com/players/s/sabondo01.html,https://www.basketball-reference.com/teams/IND/2021.html,domantas-sabonis,2110,34.0,0.95,36.0,32.2
Donovan Mitchell,24,UTA,PG,53,53,1771,478,1091,.438,178,461,.386,300,630,.476,.520,267,316,.845,50,185,235,277,52,15,147,117,1401,0,AS,https://www.basketball-reference.com/players/m/mitchdo01.html,https://www.basketball-reference.com/teams/UTA/2021.html,donovan-mitchell,1716,32.4,0.97,33.4,31.4
Donta Hall,23,ORL,PF,13,0,179,25,35,.714,0,0,,25,35,.714,.714,23,34,.676,24,38,62,11,5,10,8,18,73,0,,https://www.basketball-reference.com/players/h/halldo01.html,https://www.basketball-reference.com/teams/ORL/2021.html,donta-hall,135,10.4,0.75,13.8,7.8
Donte DiVincenzo,24,MIL,SG,66,66,1814,253,603,.420,131,346,.379,122,257,.475,.528,51,71,.718,81,299,380,203,72,15,91,112,688,0,,https://www.basketball-reference.com/players/d/divindo01.html,https://www.basketball-reference.com/teams/MIL/2021.html,donte-divincenzo,1155,17.5,0.64,27.5,11.1
Dorian Finney-Smith,27,DAL,PF,60,60,1921,220,466,.472,119,302,.394,101,164,.616,.600,31,41,.756,98,228,326,102,52,25,48,138,590,0,,https://www.basketball-reference.com/players/f/finnedo01.html,https://www.basketball-reference.com/teams/DAL/2021.html,dorian-finney-smith,909,15.2,0.47,32.0,7.2
Doug McDermott,29,IND,PF,66,29,1619,354,665,.532,111,286,.388,243,379,.641,.616,80,98,.816,60,161,221,85,20,6,53,117,899,0,,https://www.basketball-reference.com/players/m/mcderdo01.html,https://www.basketball-reference.com/teams/IND/2021.html,doug-mcdermott,1061,16.1,0.66,24.5,10.5
Draymond Green,30,GSW,PF,63,63,1982,170,380,.447,34,126,.270,136,254,.535,.492,70,88,.795,55,394,449,558,105,52,188,194,444,6,DPOY-3,https://www.basketball-reference.com/players/g/greendr01.html,https://www.basketball-reference.com/teams/GSW/2021.html,draymond-green,1226,19.5,0.62,31.5,12.0
Drew Eubanks,23,SAS,C,54,3,755,116,205,.566,2,2,1.000,114,203,.562,.571,77,106,.726,74,167,241,42,18,49,45,88,311,0,,https://www.basketball-reference.com/players/e/eubandr01.html,https://www.basketball-reference.com/teams/SAS/2021.html,drew-eubanks,528,9.8,0.7,14.0,6.8
Duncan Robinson,26,MIA,SF,72,72,2262,315,717,.439,250,613,.408,65,104,.625,.614,62,75,.827,7,243,250,127,43,20,81,181,942,0,,https://www.basketball-reference.com/players/r/robindu01.html,https://www.basketball-reference.com/teams/MIA/2021.html,duncan-robinson,1120,15.6,0.5,31.4,7.7
Dwayne Bacon,25,ORL,SG,72,50,1853,292,726,.402,59,207,.285,233,519,.449,.443,145,176,.824,31,193,224,93,45,5,46,103,788,0,,https://www.basketball-reference.com/players/b/bacondw01.html,https://www.basketball-reference.com/teams/ORL/2021.html,dwayne-bacon,1006,14.0,0.54,25.7,7.6
Dwight Howard,35,PHI,C,69,6,1196,178,303,.587,5,20,.250,173,283,.611,.596,121,210,.576,190,390,580,61,30,62,112,200,482,0,,https://www.basketball-reference.com/players/h/howardw01.html,https://www.basketball-reference.com/teams/PHI/2021.html,dwight-howard,903,13.1,0.76,17.3,9.9
Dwight Powell,29,DAL,C,58,19,966,120,194,.619,5,21,.238,115,173,.665,.631,97,124,.782,80,154,234,63,36,30,40,135,342,0,,https://www.basketball-reference.com/players/p/poweldw01.html,https://www.basketball-reference.com/teams/DAL/2021.html,dwight-powell,530,9.1,0.55,16.7,5.0
Dylan Windler,24,CLE,SF,31,0,513,57,130,.438,26,77,.338,31,53,.585,.538,21,27,.778,20,87,107,33,19,12,32,37,161,0,,https://www.basketball-reference.com/players/w/windldy01.html,https://www.basketball-reference.com/teams/CLE/2021.html,dylan-windler,263,8.5,0.51,16.5,4.3
Ed Davis,31,MIN,C,23,7,299,19,44,.432,0,0,,19,44,.432,.432,10,12,.833,46,69,115,21,13,13,7,56,48,0,,https://www.basketball-reference.com/players/d/davised01.html,https://www.basketball-reference.com/teams/MIN/2021.html,ed-davis,147,6.4,0.49,13.0,3.1
Edmond Sumner,25,IND,SG,53,24,861,148,282,.525,35,88,.398,113,194,.582,.587,68,83,.819,18,76,94,49,33,10,51,88,399,0,,https://www.basketball-reference.com/players/s/sumneed01.html,https://www.basketball-reference.com/teams/IND/2021.html,edmond-sumner,446,8.4,0.52,16.2,4.4
Elfrid Payton,26,NYK,PG,63,63,1484,269,622,.432,28,98,.286,241,524,.460,.455,73,107,.682,64,152,216,203,47,9,103,116,639,0,,https://www.basketball-reference.com/players/p/paytoel01.html,https://www.basketball-reference.com/teams/NYK/2021.html,elfrid-payton,895,14.2,0.6,23.6,8.6
Elijah Bryant,25,MIL,SG,1,0,32,6,13,.462,1,5,.200,5,8,.625,.500,3,3,1.000,2,4,6,3,0,1,4,4,16,0,,https://www.basketball-reference.com/players/b/bryanel01.html,https://www.basketball-reference.com/teams/MIL/2021.html,elijah-bryant,18,18.0,0.56,32.0,10.1
Elijah Hughes,22,UTA,SF,18,0,64,10,30,.333,8,23,.348,2,7,.286,.467,3,4,.750,1,8,9,6,1,1,6,1,31,0,,https://www.basketball-reference.com/players/h/hugheel01.html,https://www.basketball-reference.com/teams/UTA/2021.html,elijah-hughes,41,2.3,0.64,3.6,1.5
Enes Freedom,28,POR,C,72,35,1758,339,561,.604,1,4,.250,338,557,.607,.605,127,164,.774,284,511,795,84,33,48,78,168,806,0,6MOY-10,https://www.basketball-reference.com/players/k/kanteen01.html,https://www.basketball-reference.com/teams/POR/2021.html,enes-freedom,1520,21.1,0.86,24.4,18.3
Eric Bledsoe,31,NOP,SG,71,70,2111,307,730,.421,121,355,.341,186,375,.496,.503,134,195,.687,29,215,244,268,55,24,114,112,869,0,,https://www.basketball-reference.com/players/b/bledser01.html,https://www.basketball-reference.com/teams/NOP/2021.html,eric-bledsoe,1234,17.4,0.58,29.7,10.2
Eric Gordon,32,HOU,SG,27,13,789,159,367,.433,69,210,.329,90,157,.573,.527,94,114,.825,8,50,58,71,14,13,51,44,481,0,,https://www.basketball-reference.com/players/g/gordoer01.html,https://www.basketball-reference.com/teams/HOU/2021.html,eric-gordon,542,20.1,0.69,29.2,13.8
Eric Paschall,24,GSW,PF,40,2,695,148,298,.497,18,54,.333,130,244,.533,.527,67,94,.713,28,100,128,51,12,7,43,68,381,0,,https://www.basketball-reference.com/players/p/pascher01.html,https://www.basketball-reference.com/teams/GSW/2021.html,eric-paschall,468,11.7,0.67,17.4,7.9
Ersan İlyasova,33,UTA,PF,17,1,148,21,54,.389,18,41,.439,3,13,.231,.556,5,5,1.000,7,22,29,4,10,3,8,29,65,0,,https://www.basketball-reference.com/players/i/ilyaser01.html,https://www.basketball-reference.com/teams/UTA/2021.html,ersan-ilyasova,74,4.4,0.5,8.7,2.2
E'Twaun Moore,31,PHO,SG,27,1,389,55,121,.455,11,35,.314,44,86,.512,.500,12,14,.857,14,31,45,40,15,5,23,32,133,0,,https://www.basketball-reference.com/players/m/mooreet01.html,https://www.basketball-reference.com/teams/PHO/2021.html,etwaun-moore,183,6.8,0.47,14.4,3.2
Evan Fournier,28,2TM,SF,42,36,1259,247,541,.457,117,283,.413,130,258,.504,.565,108,137,.788,10,118,128,144,47,19,73,96,719,0,,https://www.basketball-reference.com/players/f/fournev01.html,0,evan-fournier,888,21.1,0.71,30.0,14.9
Facundo Campazzo,29,DEN,PG,65,19,1425,120,315,.381,76,216,.352,44,99,.444,.502,80,91,.879,22,112,134,232,79,14,73,132,396,0,6MOY-15,https://www.basketball-reference.com/players/c/campafa01.html,https://www.basketball-reference.com/teams/DEN/2021.html,facundo-campazzo,650,10.0,0.46,21.9,4.6
Frank Jackson,22,DET,PG,40,6,738,134,293,.457,61,150,.407,73,143,.510,.561,61,75,.813,15,71,86,36,15,1,34,53,390,0,,https://www.basketball-reference.com/players/j/jacksfr01.html,https://www.basketball-reference.com/teams/DET/2021.html,frank-jackson,441,11.0,0.6,18.4,6.6
Frank Kaminsky,27,PHO,C,47,13,715,121,257,.471,31,85,.365,90,172,.523,.531,37,60,.617,36,152,188,79,14,17,22,70,310,0,,https://www.basketball-reference.com/players/k/kaminfr01.html,https://www.basketball-reference.com/teams/PHO/2021.html,frank-kaminsky,516,11.0,0.72,15.2,7.9
Frank Mason III,26,ORL,PG,4,1,79,9,24,.375,2,5,.400,7,19,.368,.417,5,7,.714,3,9,12,12,0,0,5,7,25,0,,https://www.basketball-reference.com/players/m/masonfr01.html,https://www.basketball-reference.com/teams/ORL/2021.html,frank-mason,37,9.2,0.47,19.8,4.3
Frank Ntilikina,22,NYK,PG,33,4,322,29,79,.367,23,48,.479,6,31,.194,.513,8,18,.444,6,25,31,19,18,4,11,45,89,0,,https://www.basketball-reference.com/players/n/ntilila01.html,https://www.basketball-reference.com/teams/NYK/2021.html,frank-ntilikina,105,3.2,0.33,9.8,1.0
Fred VanVleet,26,TOR,SG,52,52,1899,338,870,.389,174,476,.366,164,394,.416,.489,169,191,.885,32,188,220,328,87,37,95,119,1019,0,,https://www.basketball-reference.com/players/v/vanvlfr01.html,https://www.basketball-reference.com/teams/TOR/2021.html,fred-vanvleet,1477,28.4,0.78,36.5,22.1
Freddie Gillespie,23,TOR,PF,20,2,392,44,84,.524,0,0,,44,84,.524,.524,23,33,.697,42,55,97,9,13,20,12,43,111,0,,https://www.basketball-reference.com/players/g/gillefr01.html,https://www.basketball-reference.com/teams/TOR/2021.html,freddie-gillespie,195,9.8,0.5,19.6,4.9
Furkan Korkmaz,23,PHI,SG,55,11,1062,170,424,.401,101,269,.375,69,155,.445,.520,60,82,.732,17,96,113,82,49,9,46,64,501,0,,https://www.basketball-reference.com/players/k/korkmfu01.html,https://www.basketball-reference.com/teams/PHI/2021.html,furkan-korkmaz,644,11.7,0.61,19.3,7.1
Gabe Vincent,24,MIA,PG,50,7,655,88,233,.378,46,149,.309,42,84,.500,.476,20,23,.870,10,46,56,67,21,2,34,79,242,0,,https://www.basketball-reference.com/players/v/vincega01.html,https://www.basketball-reference.com/teams/MIA/2021.html,gabe-vincent,275,5.5,0.42,13.1,2.3
Gabriel Deck,25,OKC,PF,10,0,212,32,67,.478,2,15,.133,30,52,.577,.493,18,22,.818,16,24,40,24,8,0,6,9,84,0,,https://www.basketball-reference.com/players/d/deckga01.html,https://www.basketball-reference.com/teams/OKC/2021.html,gabriel-deck,141,14.1,0.67,21.2,9.4
Garrett Temple,34,CHI,SG,56,25,1528,158,381,.415,67,200,.335,91,181,.503,.503,40,50,.800,29,131,160,124,43,30,58,126,423,0,,https://www.basketball-reference.com/players/t/templga01.html,https://www.basketball-reference.com/teams/CHI/2021.html,garrett-temple,596,10.6,0.39,27.3,4.2
Garrison Mathews,24,WAS,SG,64,24,1038,97,237,.409,76,198,.384,21,39,.538,.570,84,95,.884,16,71,87,26,29,7,10,106,354,0,,https://www.basketball-reference.com/players/m/mathega01.html,https://www.basketball-reference.com/teams/WAS/2021.html,garrison-mathews,387,6.0,0.37,16.2,2.3
Gary Clark,26,3TM,SF,39,11,654,40,132,.303,31,108,.287,9,24,.375,.420,8,10,.800,33,82,115,31,13,7,17,35,119,0,,https://www.basketball-reference.com/players/c/clarkga01.html,0,gary-clark,233,6.0,0.36,16.8,2.1
Gary Harris,26,2TM,SG,39,38,1080,138,345,.400,48,141,.340,90,204,.441,.470,64,78,.821,21,58,79,78,28,11,37,71,388,0,,https://www.basketball-reference.com/players/h/harriga01.html,0,gary-harris,476,12.2,0.44,27.7,5.4
Gary Payton II,28,GSW,PG,10,0,40,10,13,.769,2,4,.500,8,9,.889,.846,3,4,.750,2,9,11,1,6,1,1,8,25,0,,https://www.basketball-reference.com/players/p/paytoga02.html,https://www.basketball-reference.com/teams/GSW/2021.html,gary-payton,35,3.5,0.88,4.0,3.1
Gary Trent Jr.,22,2TM,SG,58,38,1802,320,785,.408,165,429,.385,155,356,.435,.513,83,106,.783,27,125,152,80,56,10,43,92,888,0,,https://www.basketball-reference.com/players/t/trentga02.html,0,gary-trent,1051,18.1,0.58,31.1,10.6
George Hill,34,2TM,PG,30,17,672,95,197,.482,31,80,.388,64,117,.547,.561,40,50,.800,16,45,61,73,23,5,31,31,261,0,,https://www.basketball-reference.com/players/h/hillge01.html,0,george-hill,361,12.0,0.54,22.4,6.5
Georges Niang,27,UTA,PF,72,10,1154,177,405,.437,124,292,.425,53,113,.469,.590,22,23,.957,28,148,176,59,25,8,51,116,500,0,,https://www.basketball-reference.com/players/n/niangge01.html,https://www.basketball-reference.com/teams/UTA/2021.html,georges-niang,601,8.3,0.52,16.0,4.3
Giannis Antetokounmpo,26,MIL,PF,61,61,2013,626,1100,.569,67,221,.303,559,879,.636,.600,398,581,.685,97,574,671,357,72,73,207,168,1717,7,"MVP-4,DPOY-5,AS,NBA1",https://www.basketball-reference.com/players/a/antetgi01.html,https://www.basketball-reference.com/teams/MIL/2021.html,giannis-antetokounmpo,2515,41.2,1.25,33.0,51.5
